adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/hO2jx1H3XafR7Y8QbFgVH1sHTY9.jpg,,40000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",https://www.20thcenturystudios.com/movies/send-help,1198994,tt8036976,['US'],en,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",67.083,/mlV70IuchLZXcXKowjwSpSfdfUB.jpg,"[{'id': 122323, 'logo_path': '/gWiaDcDxt0AkSE9hxsUn5naFGRT.png', 'name': 'Raimi Productions', 'origin_country': 'US'}, {'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-22,10821,113,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Meet Linda Liddle... She's from strategy and planning. She's the boss now.,Send Help,False,7.2,18
False,/4mZ06VpfpAPuaUPn1SEV0brbbxe.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",https://www.theexchange.ws/portfolio/world-breaker/,1196067,tt14264694,['US'],en,Worldbreaker,"Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",50.0654,/7K8w6mdrJp0oaSoKWGyjSZ4Zv2z.jpg,"[{'id': 104678, 'logo_path': '/kdFFpWu5r2ziY9xXPrqhiWS9id8.png', 'name': '23ten', 'origin_country': 'GB'}, {'id': 215935, 'logo_path': '/pYh0UKZbx8WGKLDZuBkq7WwvGSH.png', 'name': 'Gramercy Park Media', 'origin_country': 'US'}, {'id': 168295, 'logo_path': '/jy0UTvGugWYsUYJb7ISk5qd0fvo.png', 'name': 'Studio507', 'origin_country': 'US'}, {'id': 15465, 'logo_path': '/391VF4wQ568eSBChoPbgWBVByfl.png', 'name': 'Amasia Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-10-30,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The future belongs to those who fight.,Worldbreaker,False,6.266,64
False,/ceyakefyCRAgyeFhefa2bz6d9QO.jpg,,120000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",https://www.frankensteingdt.com,1062722,tt1312221,['US'],en,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",54.7362,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,"[{'id': 101082, 'logo_path': '/zjAYU6sUmYaeFeJ1yWeaqzsWAz8.png', 'name': 'Double Dare You', 'origin_country': 'US'}, {'id': 10678, 'logo_path': None, 'name': 'Demilo Films', 'origin_country': 'CA'}, {'id': 279898, 'logo_path': None, 'name': 'Bluegrass 7', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2025-10-17,480678,150,"[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Only monsters play God.,Frankenstein,False,7.692,2762
False,/xCoF56oOLjKqzwWkwlC8gsrx18h.jpg,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/njFixYzIxX8jsn6KMSEtAzi4avi.jpg'}",180000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",https://www.jurassicworld.com,1234821,tt31036941,['US'],en,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",52.9428,/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-07-01,869146189,134,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A new era is born.,Jurassic World Rebirth,False,6.329,2897
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.runningmanmovie.com,798645,tt14107334,['US'],en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",49.2348,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 131464, 'logo_path': '/9Gk6sEs92Eshc1mZm4r2JEebran.png', 'name': 'Complete Fiction', 'origin_country': 'GB'}, {'id': 28788, 'logo_path': '/Aqomtf9oh5dKtxBNEagkdlp3aGv.png', 'name': 'Genre Films', 'origin_country': 'US'}, {'id': 216687, 'logo_path': '/kKVYqekveOvLK1IgqdJojLjQvtu.png', 'name': 'Domain Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2025-11-11,68615641,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Hunt him down.,The Running Man,False,6.796,1074
False,/fepnF3W4VP3s8ui8nDtrlsFVYwO.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,1247002,tt34509472,['KR'],ko,파과,"Aging assassin Hornclaw has seen it all, but she never expected to mentor a reckless rookie like Bullfight. As their unlikely bond deepens, cracks form in the underworld they navigate together. When Hornclaw discovers someone wants her dead, she's thrust into a deadly game of deception. With enemies closing in and trust in short supply, survival means staying sharp—both blade and mind.",47.866,/wbmxnsv41vsg5UEaNDlf203dOWw.jpg,"[{'id': 96988, 'logo_path': '/akinMWSzcOArgVt7xJPdy7AOl1d.png', 'name': 'Soo Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2025-04-30,0,123,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Now I see who you are.,The Old Woman with the Knife,False,6.368,53
False,/yCatt8lmp3oRFEcOZF8KHhsiASQ.jpg,"{'id': 1262937, 'name': 'Sisu Collection', 'poster_path': '/vMJdvbDvISk2GtbsbGi1vodkusW.jpg', 'backdrop_path': '/dEiZ4HMNCXNr1abZIv6dfiyAd2Q.jpg'}",12200000,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",https://sisuroadtorevenge.movie,1223601,tt31844586,['FI'],fi,Sisu 2,"Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",44.0002,/jNsttCWZyPtW66MjhUozBzVsRb7.jpg,"[{'id': 177094, 'logo_path': None, 'name': 'Cosmic Snowball', 'origin_country': 'FI'}, {'id': 182028, 'logo_path': '/mTsDayzbpU8eXyO99NfBOXP6C2U.png', 'name': 'Good Chaos', 'origin_country': 'GB'}, {'id': 62408, 'logo_path': None, 'name': 'Subzero Film Entertainment', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2025-10-21,9724644,89,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}]",Released,"When they took his family, he took revenge.",Sisu: Road to Revenge,False,7.413,502
False,/gtKglOSEq3d4MgQE4VsrT1sRkd0.jpg,"{'id': 1529614, 'name': 'Jujutsu Kaisen Collection', 'poster_path': '/9RJ4SC2nXfeUyGbnCXQ1lPAXnbA.jpg', 'backdrop_path': '/wa3t5d9antb8arhLbkeODw7CsmU.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",https://gkids.com/films/jujutsu-kaisen-execution,1539104,tt38121182,['JP'],ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.",46.1727,/v0s3dx6am0RzfsuK3KdEy8ZoCDs.jpg,"[{'id': 21444, 'logo_path': '/wSejGn3lAZdQ5muByxvzigwyDY6.png', 'name': 'MAPPA', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}, {'id': 3363, 'logo_path': '/sj3vD7n63bTCih7bcf6GnWvRf1Q.png', 'name': 'MBS', 'origin_country': 'JP'}, {'id': 2918, 'logo_path': '/gyEWUBWwqrm3H5T2hkERD9LxpOq.png', 'name': 'Shueisha', 'origin_country': 'JP'}, {'id': 158200, 'logo_path': '/rf4ZArxPuqx5hdeU7rPIU8IQlYx.png', 'name': 'Sumzap', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2025-11-07,44559195,88,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"The chaos of curses, Shibuya, and beyond—",JUJUTSU KAISEN: Execution,False,5.6,78
False,/uRDu9DiTVf97z5sj6qesmyQpYji.jpg,,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",https://www.focusfeatures.com/hamnet,858024,tt14905854,['US'],en,Hamnet,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",47.9796,/61xMzN4h8iLk0hq6oUzr9Ts6GE9.jpg,"[{'id': 122908, 'logo_path': None, 'name': 'Hera Pictures', 'origin_country': 'GB'}, {'id': 1522, 'logo_path': '/8uaoEVgNxFH0R94O53gUiByahVr.png', 'name': 'Neal Street Productions', 'origin_country': 'GB'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 197107, 'logo_path': None, 'name': 'Book of Shadows', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-11-26,42580530,126,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Keep your heart open.,Hamnet,False,7.833,156
False,/isx3gXPkrt37ERtW47hhTdJD0Pg.jpg,,21000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.primatemovie.com,1315303,tt33028778,['US'],en,Primate,"Lucy, a college student, along with her friends, spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",45.4786,/z97hrgI5wbGbZvSVkBfAeBnFKAg.jpg,"[{'id': 225897, 'logo_path': None, 'name': '18Hz Productions', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 216687, 'logo_path': '/kKVYqekveOvLK1IgqdJojLjQvtu.png', 'name': 'Domain Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-01,30502877,89,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Something's wrong with Ben.,Primate,False,6.635,63
False,/cd8YDn7M0lfaHhZdU6MvCDxPalP.jpg,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/3C5brXxnBxfkeKWwA1Fh4xvy4wr.jpg', 'backdrop_path': '/6qkJLRCZp9Y3ovXti5tSuhH0DpO.jpg'}",350000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.avatar.com/movies/avatar-the-way-of-water,76600,tt1630029,['US'],en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",40.1375,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/8wdmrfGcDx3TJxYiiDksLzAW4pB.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-12-14,2353096253,192,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Return to Pandora.,Avatar: The Way of Water,False,7.601,13603
False,/hyc9gq0Oq5THKak7tB7oqC2Rd6z.jpg,,0,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",https://www.theunholytrinitymovie.com/,1195518,tt6300910,['US'],en,The Unholy Trinity,"Set against the turbulent backdrop of 1870s Montana, in the moments before the execution of Isaac Broadway, he gives his estranged son, Henry, an impossible task: murder the man who framed him for a crime he didn’t commit. Intent on fulfilling his promise, Henry travels to the remote town of Trinity, where an unexpected turn of events traps him in town and leaves him caught between Gabriel Dove, the town’s upstanding new sheriff, and a mysterious figure named St. Christopher.",44.3709,/waU3o5qRPNA9bIC59DIsDppll11.jpg,"[{'id': 199833, 'logo_path': '/jBvzUqNAKQL9KUiAXPHJ01fREGN.png', 'name': 'Jaggi Entertainment', 'origin_country': 'AU'}, {'id': 25635, 'logo_path': None, 'name': 'High Five Films', 'origin_country': ''}, {'id': 76992, 'logo_path': '/mw3j3P8SUQJKLSJQrLKuSDO9Xr6.png', 'name': 'Saban Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2025-06-13,1000526,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The past never stays buried.,The Unholy Trinity,False,6.432,148
False,/lf8IZ86ajGpgbuyHCZrXUeAMmvy.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,1033462,tt10210064,['CN'],zh,749局,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,44.7592,/flykCMw22y6yv8vKnBjmsW3pneo.jpg,"[{'id': 139104, 'logo_path': None, 'name': '华文映像影视传媒有限公司', 'origin_country': 'CN'}, {'id': 3393, 'logo_path': '/rv37YfhPg03ugK252E4oXMzgvks.png', 'name': 'Huayi Brothers Pictures', 'origin_country': 'CN'}, {'id': 148024, 'logo_path': '/hwoojywsskxB91jw2QwgLeTwMr.png', 'name': 'Beijing Culture', 'origin_country': 'CN'}, {'id': 84946, 'logo_path': '/8wrAXwrNZ5zHImKb0SyVLQbXkaM.png', 'name': 'Tencent Penguin Pictures', 'origin_country': 'CN'}, {'id': 239977, 'logo_path': None, 'name': '北京强电传媒有限公司', 'origin_country': ''}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2024-10-01,51706251,123,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Bureau 749,False,6.231,80
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/3C5brXxnBxfkeKWwA1Fh4xvy4wr.jpg', 'backdrop_path': '/6qkJLRCZp9Y3ovXti5tSuhH0DpO.jpg'}",237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.avatar.com/movies/avatar,19995,tt0499549,['US'],en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",42.6598,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,"[{'id': 444, 'logo_path': None, 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/8wdmrfGcDx3TJxYiiDksLzAW4pB.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 133789, 'logo_path': '/bJdeIb1ET3BkyodAASVDq1x3mls.png', 'name': 'Ingenious Film Partners', 'origin_country': 'GB'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-12-16,2923706026,162,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter the world of Pandora.,Avatar,False,7.6,33341
False,/A1prqBBKiwfnahBnNgM1t5y5vmA.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",,1255674,tt31613162,"['AR', 'ES']",es,Vieja loca,"Pedro receives a desperate message from an ex-girlfriend asking him to look after her senile mother, Alicia. What seems like a simple mission soon becomes his worst nightmare. Pedro needs to escape; but Alicia won’t let him...",42.4559,/a2EdW8sk22fNCvrpOiaHbR2hOuZ.jpg,"[{'id': 53490, 'logo_path': '/vxp5kGnG7XIixTsYWtonNzarBUB.png', 'name': 'La Trini', 'origin_country': 'ES'}, {'id': 134166, 'logo_path': '/tINT6vMiVhG0LuLbDYxXZlGMm6L.png', 'name': 'Primo Content', 'origin_country': 'AR'}, {'id': 27628, 'logo_path': '/bh3pBLmTPkgrD41WqFzJ2hQgvaF.png', 'name': 'Bambú Producciones', 'origin_country': 'ES'}, {'id': 16948, 'logo_path': '/oZKnEm3BUXsiV8znce6fX26ad3R.png', 'name': 'La Unión de los Ríos', 'origin_country': 'AR'}, {'id': 126568, 'logo_path': '/dXpOhpLqkzwepmn0E5h1wNuNPdE.png', 'name': 'Mr. Fields and Friends', 'origin_country': 'ES'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-10-10,0,91,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Crazy Old Lady,False,5.7,19
False,/j3OksPD3jY3vhqf1sKOWXWLQEMB.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,1301122,tt22261722,['DE'],en,Erbsünde - Veil of Sin,"A group of journalism students ventures into a remote forest and awakens a long-frozen World War II experiment a superhuman Nazi soldier. Hunted through cursed woods where trust crumbles and survival is slim, they soon learn that some sins demand blood.",42.393,/3daBOc5ZcICXMzAVNhzJTSgweaP.jpg,"[{'id': 230831, 'logo_path': None, 'name': 'GWF Film Production', 'origin_country': 'DE'}, {'id': 230841, 'logo_path': None, 'name': 'ShareFilm Production', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2024-10-13,0,78,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They awakened a monster.,Nazi Supersoldier,False,5.435,23
False,/ZtcGMc204JsNqfjS9lU6udRgpo.jpg,,250000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",https://www.f1themovie.com,911430,tt16311594,['US'],en,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,43.9351,/vqBmyAj0Xm9LnS1xe1MSlMAJyHq.jpg,"[{'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 199632, 'logo_path': None, 'name': 'Dawn Apollo Films', 'origin_country': 'US'}, {'id': 194232, 'logo_path': '/oE7H93u8sy5vvW5EH3fpCp68vvB.png', 'name': 'Apple Studios', 'origin_country': 'US'}, {'id': 19647, 'logo_path': None, 'name': 'Monolith Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-06-25,631627111,156,"[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Let's ride.,F1,False,7.795,3179
False,/knpQazHp7NMI30EKJ6vFLZCoTQj.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,1244876,tt27504545,['ES'],es,El molino,"It tells the story of Mayte, an engineer who returns to a small town, with only 12 inhabitants, to carry out an important project. Her visit coincides with the valley's annual event. There she reunites with Jaime, her childhood love.",45.6283,/jV1F30jVT6RkdpsH9YtIscJ3RVn.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2024-03-06,0,107,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,El molino,False,0.0,0
False,/xPNDRM50a58uvv1il2GVZrtWjkZ.jpg,"{'id': 87359, 'name': 'Mission: Impossible Collection', 'poster_path': '/geEjCGfdmRAA1skBPwojcdvnZ8A.jpg', 'backdrop_path': '/mroWh717g0Ah2c0rrPGW6f3EWMM.jpg'}",400000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",https://www.missionimpossible.com,575265,tt9603208,['US'],en,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",42.8715,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 82819, 'logo_path': '/gXfFl9pRPaoaq14jybEn1pHeldr.png', 'name': 'Skydance Media', 'origin_country': 'US'}, {'id': 21777, 'logo_path': None, 'name': 'TC Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-05-17,598767057,170,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Inuktitut', 'iso_639_1': 'iu', 'name': ''}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Our lives are the sum of our choices.,Mission: Impossible - The Final Reckoning,False,7.19,2472
